"names.deg.","deg","degree_centrality","closeness_centrality","eigenvector_centrality","betweenness_centrality"
"ESR1",1849,1849,2.13761997392104e-05,0.128098828007079,1302.00503375709
"ESRRA",1115,1115,2.10863697705803e-05,0.139726827913125,23823.3479765009
"ETS1",12138,12138,2.98178131615827e-05,0.745886851080901,1518.73975247363
"EZH2",20496,20496,3.95741818037912e-05,0.977023302004725,85463.250854424
"FLI1",3093,3093,2.34417121826578e-05,0.242876677780027,2885.32593129102
"FOS",13220,13220,3.07087581378209e-05,0.795046544838999,23629.8364856373
"FOSL1",2727,2727,2.29906198271105e-05,0.227389859404712,3336.00052799164
"FOSL2",9397,9397,2.74167900422219e-05,0.603797458194459,20919.7083187795
"FOXA1",11313,11313,2.90326326791313e-05,0.688693636897582,12581.6329315968
"FOXA2",8870,8870,2.71326242674191e-05,0.549312274331904,5958.11370976112
"FOXM1",9954,9954,2.79306203390777e-05,0.684596715479124,8025.828683226
"FOXP2",11129,11129,2.89192862720148e-05,0.708120529671999,2895.29157709898
"GABPA",13176,13176,3.06852005277855e-05,0.807776921010436,17056.4970311588
"GATA1",9721,9721,2.77932184546971e-05,0.592495976968828,6045.35041539305
"GATA2",7471,7471,2.61123877167328e-05,0.417225706875759,3930.17624381726
"GATA3",10729,10729,2.85689798017313e-05,0.641495652771078,14895.1594107403
"GTF2B",6886,6886,2.57102455328448e-05,0.519633314522077,2688.20753437502
"GTF2F1",14488,14488,3.1985670419652e-05,0.872722534073497,12949.0009186332
"GTF3C2",1576,1576,2.2475950732716e-05,0.170736406501792,763.400651850737
"H2AFZ",20131,20131,3.90091671542813e-05,0.982142102104833,67575.3644913166
"HCFC1",13743,13743,3.12285303853601e-05,0.855642156585708,15885.2186069124
"HDAC1",13978,13978,3.14534645991256e-05,0.818437511716931,25215.6084902121
"HDAC2",17845,17845,3.58179017873133e-05,0.954540768648057,50650.0044818927
"HDAC6",12710,12710,3.02498638756126e-05,0.73766307063469,30487.4733498428
"HMGN3",12818,12818,3.03683683075708e-05,0.816167058453169,6885.93323630475
"HNF4A",4266,4266,2.41231244270758e-05,0.272815299031216,694.878377747267
"HNF4G",4126,4126,2.4077239785231e-05,0.25433405960396,146.494229603502
"HSF1",348,348,1.82053195943855e-05,0.0862879343354223,124.429891495445
"IKZF1",2244,2244,2.26613488034808e-05,0.176072927730659,673.052153409923
"IRF1",11731,11731,2.93815190245336e-05,0.778776474201385,12563.4933502847
"IRF3",4275,4275,2.38657788596931e-05,0.338997356669584,2179.5478870367
"IRF4",4739,4739,2.43025177408379e-05,0.335764519663541,3456.32082757356
"JUN",10795,10795,2.85738777609509e-05,0.685939222724511,22561.7060797073
"JUND",17287,17287,3.50988031308132e-05,0.949323652070296,56131.3852758042
"KAT2A",8287,8287,2.67051220424077e-05,0.575348605379689,13119.5085859988
"KAT2B",4537,4537,2.4247714652894e-05,0.357407492373411,2543.70276236657
"KDM1A",7660,7660,2.61663657534605e-05,0.536545369621633,6560.46317769035
"KDM4A",14861,14861,3.23656018383662e-05,0.879412559192375,17152.2829723678
"KDM5A",13464,13464,3.09501702259362e-05,0.733519655767046,35268.2157468538
"KDM5B",14293,14293,3.17762948840165e-05,0.825169395281061,19151.4770589883
"MAFF",9431,9431,2.74250610207608e-05,0.599027216102524,10098.9526108542
"MAFK",15510,15510,3.3103813559322e-05,0.857585410751823,17897.6866720906
"MAX",18281,18281,3.64006988934188e-05,0.964678423346643,45609.2377969671
"MAZ",16783,16783,3.44851369059935e-05,0.947336158888573,38459.5046171919
"MBD4",6470,6470,2.54368783862844e-05,0.479683613469377,4552.13950722761
"MEF2A",3118,3118,2.33426704014939e-05,0.270638198418512,2548.93480702876
"MEF2C",961,961,2.18832746132131e-05,0.0687817426008989,24.9150203073235
"MTA3",11248,11248,2.89922300823379e-05,0.747624672386781,4760.45426881885
"MXI1",16696,16696,3.44281484541761e-05,0.931783755235287,16226.7604903744
"MYB",699,699,2.20269168924426e-05,0.108192075826209,900.189593973265
"MYBL2",10486,10486,2.83599444145089e-05,0.696694738284282,4199.12260254262
"MYC",18634,18634,3.68432687348022e-05,0.970830510223159,58081.1960854204
"MYOD1",4449,4449,2.41726896951824e-05,0.278764710776861,1157.43455480151
"MYOG",8838,8838,2.71326242674191e-05,0.525227691583345,6264.30345758689
"NANOG",4558,4558,2.43090162141138e-05,0.294677092311725,4287.99709921453
"NCOR1",2151,2151,2.28190676128973e-05,0.211601073937532,2218.6303850076
"NELFE",10030,10030,2.80615108317432e-05,0.624506893232746,769.902853641292
"NFATC1",6888,6888,2.5745327223109e-05,0.486997075413485,1353.59011469154
"NFE2",3546,3546,2.35843494257211e-05,0.277967672811105,3803.75145880707
"NFIC",13108,13108,3.06447658739887e-05,0.805808809069406,12336.0954330313
"NFYA",6929,6929,2.57340641807561e-05,0.504790630566454,4961.36139110788
"NFYB",7889,7889,2.63935810810811e-05,0.540700019362114,7591.52033238318
"NR2C2",1688,1688,2.23758698619409e-05,0.173875919184993,756.604682875498
"NR2F2",10682,10682,2.85274148456667e-05,0.68427091907914,4974.85122872304
"NR3C1",4181,4181,2.40639137549331e-05,0.292384809346069,5037.46983556466
"NRF1",11400,11400,2.90976809148311e-05,0.745356769861627,10810.572666025
"PAX5",12498,12498,3.01050666827227e-05,0.773473713737794,4787.0980712217
"PBX3",9039,9039,2.72308907224355e-05,0.589537478494708,7282.02831630204
"PHF8",15369,15369,3.29044782994966e-05,0.901779691728386,17557.6159278524
"PML",12080,12080,2.97167989064218e-05,0.784461690138084,6670.56543602785
"POLR2A",21615,21615,4.13873023756312e-05,1,146026.229983438
"POLR3A",684,684,2.05638610705546e-05,0.108588230985546,339.008934614863
"POLR3G",168,168,0.0277777777777778,0.0808531369162721,10.5857247762119
"POU2F2",10813,10813,2.86278663651198e-05,0.709635864300652,6458.96006650811
"POU5F1",194,194,2.15582287759238e-05,0.0130949797660853,0.263966241410549
"PPARGC1A",80,80,1.42464348296839e-05,0.0372589152832564,1.14205497125356
"PRDM1",1634,1634,2.20921241577378e-05,0.162227391335324,1607.34390324722
"RAD21",16314,16314,3.39789330615019e-05,0.88343211063205,21738.7056206022
"RBBP5",17814,17814,3.57628209713182e-05,0.950205438927949,55810.8940128291
"RCOR1",16635,16635,3.43253355301548e-05,0.937835461682012,33337.4690309722
"RELA",8657,8657,2.69396551724138e-05,0.627090128018222,4877.75716837636
"REST",15656,15656,3.32292151259387e-05,0.897239498869698,36411.4507427577
"RFX5",14333,14333,3.18197728068222e-05,0.872909361576539,15440.3065420853
"RNF2",4225,4225,2.35865745217822e-05,0.298076630849783,3272.96378385503
"RUNX3",12874,12874,3.04201016031394e-05,0.807577334450799,13530.5339946799
"RXRA",4289,4289,2.4121378778011e-05,0.28885071709284,2898.57063030765
"SAP30",16458,16458,3.41227052480721e-05,0.91499259927197,33360.9420076247
"SETDB1",9257,9257,2.73815065304893e-05,0.614523096389992,9782.3942466543
"SIN3A",17038,17038,3.48165169556438e-05,0.944045486806235,24111.9280240796
"SIRT6",8224,8224,2.6629030969563e-05,0.556814310677502,16535.1817441745
"SIX5",7228,7228,2.59282306575399e-05,0.528433489168098,8808.95874605008
"SMARCA4",172,172,1.96893028017878e-05,0.0748255361242771,27.726980508362
"SMARCB1",7022,7022,2.57785110332027e-05,0.503830731009232,1477.26668545752
"SMARCC1",2370,2370,2.23254152527237e-05,0.216113658070658,1419.91806329604
"SMARCC2",873,873,2.12997081939977e-05,0.125575452724325,47126.4199398182
"SMC3",15346,15346,3.2868787799106e-05,0.89683164523999,42830.1796184745
"SP1",14029,14029,3.15109500551442e-05,0.85230664461673,22815.6500009756
"SP2",3875,3875,2.35012103123311e-05,0.315864594433047,3829.19326909851
"SP4",9131,9131,2.72836407290189e-05,0.636484592363189,7769.44641468155
"SPI1",10518,10518,2.83873165469668e-05,0.622001220452782,12133.0524306345
"SREBF1",1721,1721,2.24982001439885e-05,0.181937859629062,846.445687296372
"SREBF2",546,546,1.97925738263004e-05,0.104278613859192,199.98885908789
"SRF",7867,7867,2.63706125893305e-05,0.555886506649061,7034.41118238122
"STAT1",11806,11806,2.94360061226893e-05,0.791264972593838,14269.7512368479
"STAT2",380,380,2.00835475578406e-05,0.0939949826596398,264.512046802034
"STAT3",14063,14063,3.15169088215828e-05,0.815238252872526,50594.7302699397
"STAT5A",10785,10785,2.8604118993135e-05,0.726261581905557,3292.93941173837
"SUPT20H",1212,1212,2.15763695600578e-05,0.134476083766817,1067.39985925481
"SUZ12",9083,9083,2.7216809101301e-05,0.526848761284675,13188.3362527146
"TAF1",15288,15288,3.28277854375944e-05,0.900345033266324,13983.4222580689
"TAF7",8108,8108,2.65491424626985e-05,0.577686032994027,4355.98519101252
"TAL1",10130,10130,2.80914658126861e-05,0.634777226452243,11094.9960555532
"TBL1XR1",13387,13387,3.08908933646361e-05,0.845815231349041,16440.4056025876
"TBP",16612,16612,3.42923768046363e-05,0.940277179289896,35600.6893735576
"TCF12",15527,15527,3.30622231038815e-05,0.907296405246369,23155.4693077153
"TCF3",10675,10675,2.84940874768486e-05,0.695056642236151,20760.3661430464
"TCF7L2",12032,12032,2.96674281306554e-05,0.764824205212437,6292.2041474966
"TEAD4",14090,14090,3.15885902012193e-05,0.833210154973057,13744.5044033927
"TFAP2A",1941,1941,2.18531468531469e-05,0.16175854584756,1412.29919126957
"TFAP2C",2657,2657,2.25779503736651e-05,0.206046749398866,1018.8029426941
"THAP1",4682,4682,2.42553604346561e-05,0.379235299866762,2852.87747352976
"TRIM28",11145,11145,2.89067468347112e-05,0.69927733735343,6458.3669783454
"UBTF",13468,13468,3.09760555090915e-05,0.8365263322601,9829.08196141727
"USF1",12485,12485,3.00435631665916e-05,0.76201901998763,21560.5535397635
"USF2",14374,14374,3.18674314850223e-05,0.851391101705584,13414.3931403341
"WHSC1",5656,5656,2.48515122145183e-05,0.397847118938928,6554.54351017687
"WRNIP1",11485,11485,2.91587694999271e-05,0.760656196221074,10098.013730035
"XRCC4",127,127,0.25,0.0741408453748924,1.1308558141816
"YY1",15902,15902,3.34851326011251e-05,0.924804866802337,24835.3710300035
"ZBTB33",6672,6672,2.55330014043151e-05,0.461237105580216,5623.08575235489
"ZBTB7A",13292,13292,3.08166409861325e-05,0.81470879107315,11535.7114170472
"ZC3H11A",10341,10341,2.82342311818849e-05,0.695202702190304,6176.03302469622
"ZEB1",8764,8764,2.70233752195649e-05,0.603901301895865,4936.61251857874
"ZKSCAN1",10969,10969,2.87455444406117e-05,0.736903821995535,5963.79812312045
"ZMIZ1",12489,12489,3.00534952214943e-05,0.81225441064356,10781.8911856657
"ZNF143",16368,16368,3.40008840229846e-05,0.933431382856123,38802.0842573169
"ZNF217",1494,1494,2.20857811740801e-05,0.124857126675212,760.948494750808
"ZNF263",10803,10803,2.85355553019062e-05,0.677169332021171,13517.2290720046
"ZNF274",1099,1099,2.22405088628428e-05,0.14239807650685,854.28631896557
"ZNF384",13620,13620,3.10993624630695e-05,0.830032274234724,24526.7839151572
"ZZZ3",484,484,2.049558320182e-05,0.100932062771803,299.367757381361
"A1BG",34,34,NA,0.0221441501058776,0
"A1BG-AS1",33,33,NA,0.0216917890752066,0
"A1CF",21,21,NA,0.0134740194830906,0
"A2M",48,48,NA,0.0307818224453438,0
"AAA1",48,48,NA,0.0318166529103448,0
"AAAS",130,130,NA,0.0772084687741227,0
"AACS",90,90,NA,0.0576522910002625,0
"AADAC",12,12,NA,0.00804501053265431,0
"AADAT",76,76,NA,0.0485295679345532,0
"AAGAB",134,134,NA,0.0793911221017793,0
"AAK1",133,133,NA,0.0779932939506304,0
"AAMDC",137,137,NA,0.0800492731571575,0
"AAMP",122,122,NA,0.0735751617891056,0
"AANAT",99,99,NA,0.0625792934579232,0
"AAR2",127,127,NA,0.0760026146256914,0
"AARS",121,121,NA,0.0733759662230028,0
"AARS2",126,126,NA,0.0742350918993962,0
"AARSD1",112,112,NA,0.0691313056180409,0
"AASDH",125,125,NA,0.0755489650876059,0
"AASDHPPT",123,123,NA,0.0750358526257995,0
"AASS",70,70,NA,0.045201701876502,0
"AATF",126,126,NA,0.0767363992015435,0
"ABAT",77,77,NA,0.0494930838579042,0
"ABCA1",87,87,NA,0.0550452617157424,0
"ABCA11P",116,116,NA,0.0709346390051759,0
"ABCA17P",125,125,NA,0.0746469857785037,0
"ABCA2",94,94,NA,0.0584899411137918,0
"ABCA3",127,127,NA,0.0755972231479976,0
"ABCA4",27,27,NA,0.0182798011185158,0
"ABCA5",114,114,NA,0.0697883060511498,0
"ABCA6",28,28,NA,0.0179450699069573,0
"ABCA7",123,123,NA,0.0736920112018243,0
"ABCA8",45,45,NA,0.0307028281496295,0
"ABCB10",135,135,NA,0.0783870130964396,0
"ABCB4",94,94,NA,0.0567600783097388,0
"ABCB6",127,127,NA,0.0767089159894965,0
"ABCB8",139,139,NA,0.0780026164774126,0
"ABCC1",101,101,NA,0.063772757444865,0
"ABCC11",49,49,NA,0.0295764337902656,0
"ABCC2",66,66,NA,0.0404438151367185,0
"ABCC3",78,78,NA,0.0495699760335915,0
"ABCC4",114,114,NA,0.0709505777789335,0
"ABCC5",122,122,NA,0.0738927470474752,0
"ABCD1",104,104,NA,0.06376051644259,0
"ABCD3",127,127,NA,0.0749374904147834,0
"ABCD4",116,116,NA,0.0710716678743522,0
"ABCE1",121,121,NA,0.0747400493771703,0
"ABCF2",118,118,NA,0.0717766669264057,0
"ABCF3",116,116,NA,0.0725643832650224,0
"ABCG1",60,60,NA,0.0372555578320318,0
"ABHD1",73,73,NA,0.0481735870333075,0
"ABHD10",107,107,NA,0.0679719191193306,0
"ABHD11",114,114,NA,0.0705979785053249,0
"ABHD11-AS1",90,90,NA,0.0588539785129819,0
"ABHD12",115,115,NA,0.0716285312061222,0
"ABHD13",124,124,NA,0.0746967441211012,0
"ABHD14A",120,120,NA,0.0730838906570501,0
"ABHD14A-ACY1",117,117,NA,0.0719032586825973,0
"ABHD14B",120,120,NA,0.0730838906570501,0
"ABHD17B",132,132,NA,0.0775893046258516,0
"ABHD2",126,126,NA,0.0751446106130541,0
"ABHD3",117,117,NA,0.0699522401211966,0
"ABHD4",100,100,NA,0.0636042287188237,0
"ABHD5",127,127,NA,0.0756132167169996,0
"ABHD6",92,92,NA,0.0596524162203834,0
"ABHD8",105,105,NA,0.0651960076204385,0
"ABI1",122,122,NA,0.0747882909709439,0
"ABI2",116,116,NA,0.0706212630300665,0
"ABL1",106,106,NA,0.065983830458794,0
"ABL2",82,82,NA,0.0530601597979508,0
"ABLIM1",48,48,NA,0.0306853979352364,0
"ABLIM2",84,84,NA,0.0547025362878914,0
"ABLIM3",83,83,NA,0.0548803797780481,0
"ABT1",139,139,NA,0.0793580907997014,0
"ABTB2",124,124,NA,0.0747848015934359,0
"ACAA1",125,125,NA,0.0742785125600589,0
"ACAA2",111,111,NA,0.0700100766203573,0
"ACACA",115,115,NA,0.0713501800258949,0
"ACAD10",129,129,NA,0.077827093688658,0
"ACAD11",123,123,NA,0.0741212846229712,0
"ACAD8",112,112,NA,0.0699025920107767,0
"ACAD9",124,124,NA,0.0745883278200655,0
"ACADM",124,124,NA,0.0744648399452929,0
"ACADS",90,90,NA,0.058768854031162,0
"ACADSB",117,117,NA,0.0725167019585696,0
"ACADVL",114,114,NA,0.0698702771086472,0
"ACAP2",125,125,NA,0.0745560274160941,0
"ACAP3",124,124,NA,0.0732154050234316,0
"ACAT1",112,112,NA,0.0699853662680299,0
"ACAT2",126,126,NA,0.0749975429334413,0
"ACBD3",127,127,NA,0.0763815028402018,0
"ACBD4",106,106,NA,0.0668351282358799,0
"ACBD5",136,136,NA,0.0796905137278904,0
"ACBD6",135,135,NA,0.078213407485145,0
"ACBD7",79,79,NA,0.0517374821493153,0
"ACCS",119,119,NA,0.072501929849942,0
"ACD",126,126,NA,0.0762503392595676,0
"ACE2",29,29,NA,0.0189985412138409,0
"ACER2",104,104,NA,0.0668294299919836,0
"ACER3",97,97,NA,0.063031625955308,0
"ACIN1",117,117,NA,0.0711978205867788,0
"ACLY",119,119,NA,0.0726950137889904,0
"ACMSD",16,16,NA,0.0102081495993123,0
"ACN9",131,131,NA,0.0775728839918603,0
"ACO1",96,96,NA,0.0596543893487721,0
"ACO2",126,126,NA,0.0740287772775855,0
"ACOT1",77,77,NA,0.0484422307622355,0
"ACOT13",133,133,NA,0.0793128775140665,0
"ACOT2",81,81,NA,0.0519517702162789,0
"ACOT7",116,116,NA,0.0707301627402594,0
"ACOT8",125,125,NA,0.0746000934550338,0
"ACOT9",117,117,NA,0.0695832093814418,0
"ACOX1",137,137,NA,0.0792678299468449,0
"ACOX2",45,45,NA,0.0288781068846018,0
"ACOX3",117,117,NA,0.0722301201534411,0
"ACP1",113,113,NA,0.071111598802477,0
"ACP2",136,136,NA,0.0790312925955756,0
"ACPT",31,31,NA,0.0174617105401375,0
"ACRV1",17,17,NA,0.0117855536230849,0
"ACSF2",92,92,NA,0.0597251318965222,0
"ACSF3",119,119,NA,0.0707325723759859,0
"ACSL1",96,96,NA,0.0603167962962661,0
"ACSL3",132,132,NA,0.0767383304660103,0
"ACSL4",93,93,NA,0.0602067356920478,0
"ACSL5",75,75,NA,0.0462237731903732,0
"ACSM1",42,42,NA,0.0286736078410135,0
"ACSM3",84,84,NA,0.0533546142749508,0
"ACSM4",47,47,NA,0.0310522261189273,0
"ACSS1",90,90,NA,0.0580276010307942,0
"ACSS2",118,118,NA,0.0695449075741351,0
"ACSS3",60,60,NA,0.0394556252520699,0
"ACTB",143,143,NA,0.0805123808881335,0
"ACTG1",127,127,NA,0.0753266059112597,0
"ACTL6A",126,126,NA,0.0763001790241984,0
"ACTL6B",71,71,NA,0.0472124036683873,0
"ACTN1",114,114,NA,0.0682030924638512,0
"ACTN3",120,120,NA,0.072632734894819,0
"ACTN4",116,116,NA,0.0700935566737942,0
"ACTR10",108,108,NA,0.0668988450841473,0
"ACTR1A",125,125,NA,0.0748469004823041,0
"ACTR1B",132,132,NA,0.0777032469244822,0
"ACTR2",135,135,NA,0.0792017500349389,0
"ACTR3",136,136,NA,0.0793075538486929,0
"ACTR3B",115,115,NA,0.0718591768055137,0
"ACTR3C",120,120,NA,0.0710569145474443,0
"ACTR5",97,97,NA,0.0616575293174842,0
"ACTR6",118,118,NA,0.0724672500838299,0
"ACTR8",104,104,NA,0.0655814000096407,0
"ACTRT3",89,89,NA,0.0557924526616954,0
"ACVR1",96,96,NA,0.0616218189971925,0
"ACVR1B",81,81,NA,0.052004371715586,0
"ACVR1C",60,60,NA,0.0403051748927543,0
"ACVR2A",99,99,NA,0.0627156740190995,0
"ACVRL1",69,69,NA,0.045966899969429,0
"ACY1",126,126,NA,0.0748736503065701,0
"ACYP1",100,100,NA,0.0629899954396861,0
"ACYP2",120,120,NA,0.0744370550146781,0
"ADAL",119,119,NA,0.0727306596424719,0
"ADAM10",119,119,NA,0.0738488326307446,0
"ADAM17",132,132,NA,0.0774544725879947,0
"ADAM19",82,82,NA,0.0539812258903331,0
"ADAM22",100,100,NA,0.0636472326297284,0
"ADAM28",49,49,NA,0.0322798190193187,0
"ADAM9",121,121,NA,0.075009637384585,0
"ADAMTS16",43,43,NA,0.0289090765845693,0
"ADAMTS3",101,101,NA,0.0628601877584094,0
"ADAMTS4",77,77,NA,0.0488651909656187,0
"ADAMTS6",108,108,NA,0.0663989580705523,0
"ADAMTSL5",91,91,NA,0.0564325745886885,0
"ADAP1",72,72,NA,0.0474378776699249,0
"ADAR",120,120,NA,0.0724125826971496,0
"ADARB1",117,117,NA,0.0687846341633093,0
"ADAT1",123,123,NA,0.0750193376611095,0
"ADAT2",139,139,NA,0.0794566368297221,0
"ADAT3",128,128,NA,0.0755804032598248,0
"ADCK1",112,112,NA,0.0695727807495181,0
"ADCK3",133,133,NA,0.079032882516032,0
"ADCK4",136,136,NA,0.0781628050050198,0
"ADCK5",132,132,NA,0.07843752295264,0
"ADCY10",53,53,NA,0.0346345323354502,0
"ADCY4",80,80,NA,0.0530271810149189,0
"ADCY6",68,68,NA,0.0443205934960088,0
"ADCY9",67,67,NA,0.0449371480737868,0
"ADD1",119,119,NA,0.0704257711523323,0
"ADD3",88,88,NA,0.0557915164861933,0
"ADH4",32,32,NA,0.0206028363106006,0
"ADH5",114,114,NA,0.0714176672459573,0
"ADH6",31,31,NA,0.0201537821506885,0
"ADHFE1",98,98,NA,0.0628617782719568,0
"ADI1",123,123,NA,0.0747172172313411,0
"ADIPOR1",119,119,NA,0.0711065940376003,0
"ADIPOR2",119,119,NA,0.0730636266969841,0
"ADIRF",79,79,NA,0.0519194753883925,0
"ADK",134,134,NA,0.0788166808638961,0
"ADM",110,110,NA,0.0654118217557165,0
"ADNP",146,146,NA,0.0816907245410012,0
"ADNP2",99,99,NA,0.062668281829969,0
"ADO",122,122,NA,0.0750226837594805,0
"ADPGK",133,133,NA,0.0791018357222178,0
"ADPRHL2",127,127,NA,0.0758146613536547,0
"ADPRM",119,119,NA,0.0734073650590969,0
"ADRA1B",50,50,NA,0.03333469923391,0
"ADRA1D",61,61,NA,0.0409085523351506,0
"ADRA2B",79,79,NA,0.0514025504429272,0
"ADRBK1",101,101,NA,0.0634354066526393,0
"ADRM1",137,137,NA,0.0787649768189907,0
"ADSL",121,121,NA,0.0731409506482836,0
"ADSS",132,132,NA,0.0786696397856683,0
"ADTRP",56,56,NA,0.0375643929690276,0
"AEBP2",114,114,NA,0.0712016359463271,0
"AEN",123,123,NA,0.0737513574419365,0
"AES",86,86,NA,0.0562616401952236,0
"AFF1",136,136,NA,0.0793088020283339,0
"AFF4",127,127,NA,0.0764652444457996,0
"AFG3L2",126,126,NA,0.0761490761096566,0
"AFM",18,18,NA,0.0115949510450565,0
"AFMID",134,134,NA,0.0787600737657703,0
"AFP",36,36,NA,0.0247412347634195,0
"AFTPH",137,137,NA,0.0796727007307923,0
"AGA",123,123,NA,0.0753712825824175,0
"AGAP3",121,121,NA,0.0729954159113782,0
"AGBL3",116,116,NA,0.0709745545149244,0
"AGBL5",143,143,NA,0.0788524975047565,0
"AGER",55,55,NA,0.0354321045234883,0
"AGFG1",101,101,NA,0.0648035247908411,0
"AGFG2",125,125,NA,0.0755192829051596,0
"AGK",122,122,NA,0.0729891690765727,0
"AGL",115,115,NA,0.0716205072558097,0
"AGMAT",81,81,NA,0.0513914120357815,0
"AGMO",24,24,NA,0.0155888781826724,0
"AGO1",119,119,NA,0.0721170149439468,0
"AGO2",120,120,NA,0.0728256748160136,0
"AGO3",129,129,NA,0.0763021437501625,0
"AGO4",82,82,NA,0.0530773156927749,0
"AGPAT1",117,117,NA,0.0712116381837122,0
"AGPAT3",110,110,NA,0.0677720257768999,0
"AGPAT4",97,97,NA,0.0617353884960159,0
"AGPAT5",123,123,NA,0.0745421345830908,0
"AGPAT6",118,118,NA,0.0715506181226693,0
"AGPAT9",97,97,NA,0.059714692799542,0
"AGPS",127,127,NA,0.0745490561034565,0
"AGR2",39,39,NA,0.0234882541031289,0
"AGRP",20,20,NA,0.0135146453929112,0
"AGT",62,62,NA,0.0395319101427151,0
"AGTPBP1",116,116,NA,0.0687643279690645,0
"AGTR1",37,37,NA,0.0263745166534135,0
"AGTRAP",107,107,NA,0.0653856762325079,0
"AHCTF1",132,132,NA,0.0784091588625442,0
"AHCY",112,112,NA,0.0684931841115381,0
"AHCYL1",121,121,NA,0.0743470704013913,0
"AHCYL2",121,121,NA,0.0741657565767335,0
"AHDC1",97,97,NA,0.0590419255014861,0
"AHI1",128,128,NA,0.0756716771146062,0
"AHNAK",120,120,NA,0.0709516602969854,0
"AHNAK2",84,84,NA,0.052508098848116,0
"AHR",96,96,NA,0.0611213676710828,0
"AHSA1",123,123,NA,0.0741136758314706,0
"AHSA2",124,124,NA,0.0743087852427172,0
"AHSG",68,68,NA,0.0444365827234514,0
"AHSP",39,39,NA,0.0274776312044574,0
"AIDA",129,129,NA,0.0771236413966251,0
"AIF1L",86,86,NA,0.0535620232365667,0
"AIFM1",116,116,NA,0.0724061665776769,0
"AIFM2",113,113,NA,0.0678525867532056,0
"AIFM3",61,61,NA,0.0368960988289716,0
"AIG1",118,118,NA,0.0727129975242616,0
"AIM2",96,96,NA,0.0570353288803016,0
"AIMP1",123,123,NA,0.0748356538907159,0
"AIMP2",135,135,NA,0.0782027877908816,0
"AIP",127,127,NA,0.0757407176053791,0
"AJUBA",113,113,NA,0.069004823881924,0
"AK1",66,66,NA,0.0457348050607045,0
"AK2",122,122,NA,0.0732648063381799,0
"AK3",111,111,NA,0.0686957122608269,0
"AK4",97,97,NA,0.0618623988962054,0
