Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04061:Viral protein interaction with cytokine and cytokine receptor	18	2.857142857142857	1.215719792345346E-8	CXCL9, IL10RA, IL20RB, CXCR4, CXCL1, PPBP, IL2RG, TNFRSF1B, CXCL5, CXCL10, CXCR3, IL2RB, CCL4, CXCR2, CCL3, CCR5, CCL17, CCR2	275	100	8662	5.6696727272727285	3.404009643270811E-6	1.1346718061889895E-6	1.0617286186482688E-6
GOTERM_BP_DIRECT	GO:0070098~chemokine-mediated signaling pathway	15	2.380952380952381	2.1025544956250847E-8	FOXC1, CXCL9, CXCL1, PPBP, CXCR6, CXCL5, CXCL10, CXCR3, CCRL2, CCL4, CXCR2, CCL3, CCR5, CCL17, CCR2	589	70	19256	7.005578462284744	6.0656858179575224E-5	1.5164674299695923E-5	1.5033264643719357E-5
GOTERM_BP_DIRECT	GO:0030593~neutrophil chemotaxis	16	2.5396825396825395	2.800990594702777E-8	CXCL9, CXADR, FCER1G, SYK, ITGB2, CXCL1, PPBP, CXCL5, VAV1, CXCL10, LGALS3, IL1B, CCL4, CXCR2, CCL3, CCL17	589	83	19256	6.302207130730051	8.08053148727561E-5	1.6161715731435023E-5	1.6021666201699886E-5
UP_KW_BIOLOGICAL_PROCESS	KW-0399~Innate immunity	37	5.873015873015873	4.5573068049284317E-8	IFITM1, CLEC10A, NOD1, IL1RAP, CFP, SAMHD1, MEFV, PYCARD, LGALS3, PSTPIP1, KLRK1, CLEC7A, SLC15A3, PGLYRP1, ZBP1, LYN, FCER1G, SYK, ARG1, MMP3, LY86, NR1H4, MPEG1, ISG20, FGR, TLR1, HCK, SFPQ, GZMM, CLEC4D, CD6, ADGRB1, PADI4, TLR6, CLEC4E, CFB, MSRB1	359	424	11447	2.782486729384559	5.013025039635188E-6	1.6710124951404248E-6	1.6254394270911404E-6
GOTERM_BP_DIRECT	GO:0006935~chemotaxis	19	3.015873015873016	6.881640686393521E-8	CXCL9, CMTM5, PTAFR, CXCR4, CXCL1, CXCR6, LSP1, CXCL5, SPN, CXCL10, FES, CXCR3, CCRL2, CXCR2, CCL3, RAC2, CCR5, CCL17, CCR2	589	128	19256	4.852822580645161	1.9851563391926064E-4	3.308922230040885E-5	3.280248727180912E-5
GOTERM_CC_DIRECT	GO:0009986~cell surface	45	7.142857142857142	2.398437578903587E-7	ACHE, CLIC4, KCNE2, IGSF3, ITGB2, HPN, CXCR4, THY1, SLC6A1, IL2RG, SPN, LGALS3, KLRK1, CLMP, TSPAN8, CLEC7A, CXCR3, CAPN5, CXCR2, SLAMF8, DIP2A, ITGB7, ANXA9, CCR5, WNT4, LYN, FCER1G, AMBP, ANXA2, IL17RC, LILRB4, CD2, BMP2, CEACAM1, TYROBP, PTPRC, FAP, CD6, IL2RB, LY6D, CSPG5, CRYAB, FGFR3, HCST, LTF	607	644	20521	2.3623077552774565	1.1535820709296374E-4	3.8454949181754186E-5	3.637630328003773E-5
GOTERM_CC_DIRECT	GO:0005576~extracellular region	105	16.666666666666664	4.2211616734164713E-7	CDA, CSF3, GMFG, HP, F13A1, AQP4, IL1RAP, PYCARD, SCGN, LGALS3, ENPP3, PGLYRP1, CPA2, CXADR, MPEG1, SCG5, LY6D, PLBD1, LY6H, CFB, NRN1, NTM, EBI3, REG3G, THY1, NTS, CFP, KLK6, ART4, CNN2, VTN, ADAMTS17, TAC1, WNT4, IMPG2, AMBP, LY86, PPBP, ARPC5, COL1A1, CXCL10, BMP2, COL9A1, CSPG5, CALM1, PAM, FGFR3, MUC20, ARHGAP9, ACHE, ECM1, CXCL9, HSPB6, CCDC126, PLEK, CXCL1, WFDC2, CXCL5, CTSS, HK3, ADAMTS1, ADAMTSL4, EMILIN2, TIMP3, CTSH, RSPO1, SRGN, CD52, ANXA2, ARG1, TNFRSF18, ABCC6, MMP3, NME5, TMPRSS11E, TNFRSF1B, FGR, VCAN, MDFIC, IL1B, MMP19, LTF, PON1, ITLN1, PTHLH, CST3, TTR, CCL4, AGR2, CCL3, CCL17, F10, OSM, KLK13, GZMB, KLK11, CD2, GZMK, GZMM, LRG1, CD6, APOC2, PTPN6, PTX3, HSPA1B	607	2172	20521	1.6343283242465894	2.0301730854643818E-4	5.075946912283307E-5	4.801571403511236E-5
GOTERM_BP_DIRECT	GO:0045087~innate immune response	39	6.190476190476191	9.970518179387854E-7	UBA7, NCF2, CLEC10A, NOD1, IL1RAP, SAMHD1, MEFV, CORO1A, WFDC2, PYCARD, LGALS3, PSTPIP1, TRIM27, SLC15A3, PGLYRP1, LYN, FCER1G, SYK, ARG1, MMP3, LY86, NR1H4, CYBA, ISG20, FGR, TLR1, HCK, SFPQ, GZMM, CD6, LCK, ADGRB1, PTX3, TRIM59, PADI4, TLR6, CLEC4E, CFB, MSRB1	589	528	19256	2.4148016669239083	0.002872362778141735	4.1092778496477087E-4	4.073668856149895E-4
GOTERM_BP_DIRECT	GO:0006955~immune response	37	5.873015873015873	1.5874807878290828E-6	PTGER4, CSF3, IL1RN, CXCL9, IGSF6, PTAFR, CXCR4, IL1RAP, CXCR6, CFP, SAMHD1, IL2RG, CXCL5, CTSS, SPN, VTN, ADGRE5, CXCR3, CCRL2, CCL4, CXCR2, CCL3, CTSH, CCR5, CCR2, SEMA4D, GZMA, OSM, IFI44, PPBP, TNFRSF1B, VAV1, TLR1, IL1B, LCP2, LTB, TLR6	589	496	19256	2.4387699216824577	0.004569414024034102	5.724852591108629E-4	5.675243816488971E-4
GOTERM_CC_DIRECT	GO:0016020~membrane	218	34.6031746031746	1.850096168677471E-6	IFITM1, PGAP2, CLEC10A, STMN2, RRH, AQP4, MKI67, ABCA13, ACTB, RAPGEFL1, LGALS3, KRTCAP3, NIPAL2, DIP2A, AGFG2, KCNK10, SLC6A15, SLC35C1, SLC6A13, CACNA2D3, MCEMP1, SLC5A9, RUFY3, ADGRB1, MALL, PFN2, IGSF6, IGSF3, SLC45A1, HPN, IL20RB, CEND1, NCAPG, EVPL, ART4, KLRK1, RHOT1, TSPAN8, SLAMF8, INPP5K, ST8SIA5, TSPAN1, TRPM3, TMEM184A, SDR42E1, LRRN3, GPR137B, RPE65, COL1A1, FA2H, SLC6A6, ARMC10, FXYD3, FXYD6, FXYD5, PAM, ACHE, RARG, CLIC4, NRSN1, CCDC127, CCDC126, DIRAS1, SLC6A1, SLC7A10, VSIG10L, CD3D, GPR132, GSG1, BBS7, CCR5, BBS4, CCR2, MAP4K1, CD52, ANXA2, SPHK1, NFAM1, SYP, IL17RC, TLR1, CEACAM1, PLCB3, B3GNT8, CD48, TLR6, RGR, CHST5, VAMP2, PTGER4, LILRA6, GRAMD1B, NAPB, SELPLG, STAU2, PTAFR, NDUFA4L2, CXCR4, CXCR3, CXCR2, ATP6V0E2, EMC8, LRRC25, GABRA1, IL10RA, GRHL2, LILRB4, DEF6, LRG1, RIT2, AADAC, FAP, TMEM54, ZDHHC9, RNF149, SLC28A2, MTCH2, NCF2, DGKA, NCF4, FAIM2, IL1RAP, CELSR1, FAM162A, DUOXA1, ARHGDIB, SLC16A8, ENPP3, SLC16A3, DGAT2, CD300A, USP2, CYBA, RAB32, ARMCX3, TYROBP, CLEC4D, MYADM, ELMO1, LY6D, TCTA, CLEC4E, SLC27A3, NDRG4, KCNE2, HPCA, CSF2RB, GPR84, ADIPOR1, CORO1A, CNN2, TMEM243, CCNB2, MAN2A1, CLEC7A, LPXN, SLC15A3, IMPG2, GGT7, NKG7, TMPRSS13, PTPRC, NSG2, FES, REEP4, GNB1, EBPL, CSPG5, SERINC2, FGFR3, KCNK6, ITGB2, PLEK, LSP1, SPN, PSTPIP1, ADGRE5, ACP5, ITGB7, QRFPR, SVOP, TRPC3, ABCC6, TMPRSS11E, TNFRSF1B, DNM1, VCAN, MCM3, SAG, MCM5, LTB, SLC25A12, SEC22C, CLEC12A, RRBP1, ATP10A, ATP2C2, IL2RG, CDC42, MUC1, CLMP, ERBB3, ERBB2, RAB29, S1PR5, SEMA4D, CMTM5, GZMB, GDAP1, CD2, GZMM, EVI2A, TSPAN13, CD6, CD5, IL2RB, PTPN6, MYO1G	607	5595	20521	1.3172440090513862	8.895012393682622E-4	1.7797925142677272E-4	1.6835875134964986E-4
UP_SEQ_FEATURE	PROPEP:Activation peptide	13	2.0634920634920633	2.50685986397625E-6	CPA2, NAPSA, F10, GZMA, MMP3, F13A1, GZMB, KLK11, CTSS, KLK6, GZMK, GZMM, CTSH	608	77	20562	5.709714627477785	0.006342220983687863	0.0045390155921871764	0.0045211313699957375
UP_SEQ_FEATURE	DOMAIN:SH2	15	2.380952380952381	3.576844438287767E-6	LYN, GRB7, SYK, SHD, VAV1, FGR, HCK, FES, LCK, LCP2, STAP2, PTPN6, STAT6, TNS4, SH2B2	608	108	20562	4.697094298245614	0.009036966353266451	0.0045390155921871764	0.0045211313699957375
GOTERM_CC_DIRECT	GO:0009897~external side of plasma membrane	31	4.920634920634921	4.57391926917969E-6	CXCL9, CLEC10A, EBI3, ITGB2, CXCR4, CSF2RB, AQP4, THY1, CXCR6, IL2RG, CD3D, ADGRE1, SPN, KLRK1, CXCR3, CCRL2, CXCR2, ENPP3, CCR5, CCR2, FCER1G, F10, TNFRSF18, CD2, CXCL10, PTPRC, CLEC4D, SELL, CD5, IL2RB, CLEC4E	607	407	20521	2.574999291638501	0.002197641841344411	3.35252979834522E-4	3.171311971407641E-4
GOTERM_CC_DIRECT	GO:0030141~secretory granule	14	2.2222222222222223	4.878941494473294E-6	SRGN, KLK13, CYBA, CARTPT, CFP, KLK11, KLK6, CDC42, GZMK, COL1A1, IL1B, SCG5, VAMP2, LTF	607	96	20521	4.930223778143877	0.002344025056402632	3.35252979834522E-4	3.171311971407641E-4
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	90	14.285714285714285	4.9155320048759585E-6	CREBZF, CDA, TRADD, LRRK1, AQP4, SLC6A1, CD3D, ACTB, CXCL5, PYCARD, PSTPIP1, ACADL, ADAMTSL4, FGFR1OP2, DPYSL3, RBPMS2, NEFL, TK1, TRIM27, CCR5, SULT4A1, CCR2, ZBP1, FCER1G, CXADR, ANXA2, USP2, MCEMP1, SYP, DNM1, TLR1, DMRTA2, CEACAM1, TYROBP, LCK, BIRC5, KCTD11, PADI4, TLR6, CRYAA, SLC25A12, CRYAB, ATF4, NECAB2, GRB7, KCNE2, KHDRBS3, CEBPE, UHRF1, HPCA, ITLN1, CRMP1, CRYBA4, NOD1, ADIPOR1, SAMHD1, MEFV, CST3, CDC42, VTN, KLRK1, TTR, ERBB3, MAT2A, CLEC7A, ZMAT4, ERBB2, CCL4, SLAMF8, AGR2, CCL3, HAS2, STAT6, SH2B2, E2F8, NFE2, SEMA4D, GAD1, PLK1, PLEKHA4, GRHL2, CD2, COL1A1, RALYL, PPFIBP2, FAP, CD6, PTX3, FGFR3, MUC20	605	1734	18883	1.6199776945294404	0.004012842007478312	0.0020104525899942672	0.001988332695972325
INTERPRO	IPR000980:SH2	15	2.380952380952381	6.892649956531557E-6	LYN, GRB7, SYK, SHD, VAV1, FGR, HCK, FES, LCK, LCP2, STAP2, PTPN6, STAT6, TNS4, SH2B2	627	111	20603	4.440493124703651	0.010544940316029594	0.008880599619798603	0.008782439545977681
GOTERM_BP_DIRECT	GO:0032760~positive regulation of tumor necrosis factor production	15	2.380952380952381	7.249538604020881E-6	SASH3, SYK, PTAFR, NOD1, CYBA, ISL1, SPN, CD2, PYCARD, TLR1, TYROBP, PTPRC, CLEC7A, CCL3, CCR2	589	111	19256	4.417932363602992	0.020697793075649673	0.00232387987473336	0.002303742267499969
GOTERM_MF_DIRECT	GO:0004252~serine-type endopeptidase activity	20	3.1746031746031744	9.302082163308536E-6	F10, GZMA, HPN, MMP3, KLK13, HP, GZMB, TMPRSS11E, TMPRSS13, KLK11, CTSS, KLK6, GZMK, GZMM, FAP, MMP19, CTSH, SH2B2, CFB, LTF	605	187	18883	3.3381358553939986	0.007580262392390069	0.0025363677365287944	0.002508461490038869
UP_KW_CELLULAR_COMPONENT	KW-1003~Cell membrane	169	26.825396825396826	1.0096769030997572E-5	IFITM1, RAB3A, GUCA1B, AQP4, FAIM2, IL1RAP, CELSR1, CCRL2, DIP2A, SLC16A8, ENPP3, SLC16A3, RGS7, CXADR, CD300A, SLC6A13, CYBA, SLC5A9, TYROBP, CLEC4D, ADGRB1, ELMO1, LY6D, RELL2, CLEC4E, LY6H, EPHA1, SKAP1, ATF4, NECAB2, GRB7, KCNE2, NRN1, NTM, HPN, CABP1, GPR84, THY1, ADIPOR1, ART4, CPLX3, GOLGA7B, SNTG2, KLRK1, CLEC7A, LPXN, CD300LD, TRPM3, TMEM184A, LYN, CADM3, AMBP, SLC52A3, NKG7, PILRA, TMPRSS13, RPE65, GNG13, SLC6A6, BFSP2, BFSP1, PTPRC, SELL, FES, FXYD3, CSPG5, FGFR3, MUC20, ACHE, CLIC4, DIRAS1, ITGB2, DIRAS2, LSP1, SLC6A1, SLC7A10, CD3D, ADGRE1, PSTPIP1, GPR132, ADGRE5, ITGB7, PLEKHN1, BBS7, QRFPR, DLGAP3, CCR5, BBS4, CCR2, CD52, FCER1G, TRPC3, SYK, TNFRSF18, NFAM1, SPHK1, ABCC6, RHOH, SLC35G2, TMPRSS11E, TNFRSF1B, IL17RC, DNM1, GJD2, TLR1, FGR, APBB1IP, HCK, CEACAM1, MDFIC, SAPCD2, LCK, CD48, TLR6, LCP1, SGK1, VAMP2, PTGER4, GRAMD1B, CLEC12A, PTAFR, ITLN1, NOXO1, PRICKLE3, CXCR4, ATP10A, NOD1, CXCR6, ATP2C2, IL2RG, AIF1, CDC42, RASD2, GNG3, MUC1, CLMP, CYTH4, ERBB3, CXCR3, ERBB2, CXCR2, RAB29, PDE6C, HAS2, CKB, S1PR5, SH2B2, LRRC26, GABRA1, MPP3, MARCKSL1, SEMA4D, IL10RA, KCNIP4, PCDH8, SNX20, LILRB4, DEF6, CD2, OPN1SW, TTC8, RIT2, FAP, CD6, CD5, IL2RB, SLC28A2, TJP3, MYO1G	557	4020	17910	1.3517645167341032	4.441614112645764E-4	4.4425783736389316E-4	3.937739922089053E-4
